level,document_id,article,question_1,options_1,question_2,options_2,auth1,auth2,auth1 == auth2,turker_motivation,Turker,All agree,All agree (BOOL)
middle,middle6237.txt,"I am an English girl. My name is Lily. I am thirteen. I am at school. Look! This is my school. It is No. 14 Middle School. I am in Class 1, Grade 1. I am in row 3. I am No. 12 at schhol. I have a good friend. She is a girl. Her name is Mary. She is not at school today. I think she is at home. My Chinese teacher is Miss Gao. She is a very good teacher. I don't know her age.",I am a/an  _   girl.,"['English', 'Chinese', 'Japanese.', 'good']",I don't know   _   age.,"['Lily', ""Miss Gao's"", 'Miss Gao', ""Mary's""]",2,2,True,"Question 1  is immediately visible at the beginning, while the other is at the third sentence from the last.",2,1,True
middle,middle6794.txt,"Choose the best answer.  Choose the best answer(,, A, B, CD):
Can kids make their own newspapers? They do in Paris. Student editors  at a French newspaper for kids called ""Mon Quotidien"", do every day.
The 10-year-old newspaper has its headquarters   in Paris. Sometimes the newspaper sells 200,000 copies every day. It gets more than one million dollars every year! This is much more than other newspapers.
How do they decide what to put in the paper? All the adult editors working on the children's daily agree that the paper should be easy and simple to read. Kids should be able to finish it within 10 minutes.
The paper covers school life, animals, and science, which are usually kid's favourite subjects. It also talks about big world problem, like the Iraq   war.
In order to make the paper more popular with kids, adult editors invite students from age 10 to 15 to take part in their meetings. They have meetings every Wednesday and Sunday. Adult editors, reporters and kids sit together and decide which topics should come out in the paper and on which page.
Which topic should come out on the front page, European Union   or bears in the zoo? Often the kid editors and adult writers disagree. Sometimes, the adult editors have to give up because their little editors won't give in.
Usually the student editors stay in the newspaper office for three hours at each meeting. Any kid in France can call the newspaper if they are interested in being a one-day editor.",You can find the information below on the newspaper except   _  .,"['European Union.', 'The lovely volunteers in Kingdom school.', 'Wild foxes need your help.', 'Do you know these musical instruments?']",Adult editors may invite   _   to the meeting to make the paper more popular with kids.,"['a college student', 'a middle school student', 'an adult editor', 'a reporter']",2,1,False,"Question 1 is more difficult since it requires figuring out whether the example answers fit into the categories of news covered, while Question 2 merely asks for a fact stated in the passage.",1,0,False
middle,middle6794.txt,"Choose the best answer.  Choose the best answer(,, A, B, CD):
Can kids make their own newspapers? They do in Paris. Student editors  at a French newspaper for kids called ""Mon Quotidien"", do every day.
The 10-year-old newspaper has its headquarters   in Paris. Sometimes the newspaper sells 200,000 copies every day. It gets more than one million dollars every year! This is much more than other newspapers.
How do they decide what to put in the paper? All the adult editors working on the children's daily agree that the paper should be easy and simple to read. Kids should be able to finish it within 10 minutes.
The paper covers school life, animals, and science, which are usually kid's favourite subjects. It also talks about big world problem, like the Iraq   war.
In order to make the paper more popular with kids, adult editors invite students from age 10 to 15 to take part in their meetings. They have meetings every Wednesday and Sunday. Adult editors, reporters and kids sit together and decide which topics should come out in the paper and on which page.
Which topic should come out on the front page, European Union   or bears in the zoo? Often the kid editors and adult writers disagree. Sometimes, the adult editors have to give up because their little editors won't give in.
Usually the student editors stay in the newspaper office for three hours at each meeting. Any kid in France can call the newspaper if they are interested in being a one-day editor.",The newspaper should not be   _,"['simple', 'interesting', 'difficult', 'easy']",Adult editors may invite   _   to the meeting to make the paper more popular with kids.,"['a college student', 'a middle school student', 'an adult editor', 'a reporter']",2,1,False,"Question 1 is more difficult since it requires an overall understanding of the passage, while Question 2 merely asks to fill in the blank with a fact directly stated in the passage.",1,0,False
middle,middle70.txt,"""Can I see my baby?"" asked the happy new mother. When the baby was in her arms, she couldn't believe her eyes. The baby was born without ears.
Time proved  that the baby's hearing was very good though he had no ears. He got on well with his classmates. But one day, he said to his mother, tears in his eyes, ""A big boy called me a freak  .""
The boy's father asked the family doctor. ""Could nothing be done?""
""I believe I could graft   on a pair of outer ears if they could be got,"" the doctor said. They tried to find a person who was helpful for the young man.
One day, his father said to the son, ""You're going to the hospital, son. Mother and I have someone who will donate the ears you need. But we must keep it a secret who the person is.""
The operation  was a great success, and a new person appeared. His cleverness and hard work made him a very successful person. He married and lived a happy life.
He once asked his father, ""Who gave me the ears? I could do enough for him or her.""
""I do not believe you could, ""said the father."" The agreement was that you are not to know...not yet.""
For years they kept it a secret, but the day did come. He stood with his father over his mother's body. Slowly, the father raised the thick, brown hair. To his surprise, the son found his mother had no outer ears.
""Mother said she was glad she never needed to cut her hair,"" his father said in a low voice, ""and nobody ever thought mother less beautiful, did they?""",Why did the boy's mother never cut her hair?,"['Because she liked her thick, brown hair.', ""Because her work didn't allow her to do that"", 'Because the hair was good for her health', 'Because she wanted to keep the fact a secret']",Which is the best title for the passage?,"['A Clever Boy', 'Kind Parents', 'Great Love', 'An Ear Operation']",2,2,True,Question 2 is more difficult because it requires thinking up something after analyzing.,2,1,True
middle,middle71.txt,"Jeff  Keith has only one leg. When he was 12 years old ,Jeff had cancer . Doctors had to cut off most of his right leg.
Every day Jeff puts on an artificial leg. The leg is plastic. With the plastic leg Jeff can ski ,ride a bicycle ,swim and play soccer. He can also run.
Jeff made a plan with his friends who had plastic legs, too. They decided to run across America. They all wore special T-shirts. On it was ""Run ,Jeff, Run ,Jeff Keith's Run Across America.""
When he was 22 years old,Jeff  Keith ran across the United States from the east to the west. He started running in Boston. Seven  months later ,he stopped running in Los Angeles . He ran 3200 miles. Jeff wore out 36 pairs of running shoes and five plastic legs. Jeff stopped in cities on the way to Los Angeles. In every city people gave Jeff money .The money was not for Jeff ,but for American Cancer Society .The Society used the money to know more about cancer .
On the way to Los Angeles Jeff talked to people about cancer. Jeff is disabled ,but he can do many things. He finished college and is studying to be a lawyer .Jeff says, ""People can do anything they want to do .I want people to know that I ran not only for disabled people ,I ran for everybody.""",Jeff's right leg was cut off  because of  the  _  .,"['.TB', 'an accident', 'cancer', 'hurt']","The sentence ""I ran for everybody ""means   _","['he wants to get more artificial legs', 'people can do anything they want to', 'some disabled men will become lawyers', 'disabled people can also run']",2,2,True,"Question 2 is more difficult since it requires you to understand motivation, while Question 1 merely asks for a simple explanation apparent in the first lines of the passage.",2,1,True
middle,middle7101.txt,"Dr. Sharon M. Draper is an excellent teacher as well as a successful writer. She is a woman of achievements.
She had been honored  as the National Teacher of the Year, is a five-time winner of the Coretta Scott King Literary Awards, and is a New York Times bestselling writer. Tears of a Tiger has received many awards. It was one of the top 100 books for young adults.
She was chosen as Ohio's Outstanding High School Language Arts Educator, Ohio Teacher of the Year, and as a NCNW Excellence in Teaching Award winner.
She is a Milken Family Foundation National Educator Award winner.
She is a YWCA Career Woman of Achievement, and is the recipient  if the Dean's Award from Howard University School of Education.
5 years ago she was named Ohio Pioneer in Education by the Ohio State Department of Education, and received the Beacon of Light Humanitarian Award, as well as the Doctor of Laws Degree from Pepperdine University.
She has been honored at the White House six times, and was chosen as one of only four writers in the country to speak at National Book Festival Gala in Washington, D.C. Her book Copper Sun has been chosen by the US State Department and the International Reading Association as the United States novel for the international reading project. Students in the US, Nigeria, and Ghana are reading the book and sharing the ideas.
She has worked all over the United States, as well as in Russia, Ghana, Togo, Kenya, Ethiopia, Bermuda, and Guam, spreading the word about the power of successful teaching and excellence in education.
She became known when she won first prize in a literary  competition. She was given $5000 and her short story, One Small Torch, came out. Besides her short stories, poems, articles can often be read in literary journals . Her books are also very popular in America, too. Here are some:
We Beat the Street (Dutton, 2005)
Copper Sun (Simon and Schuster, 2006)
Fire from the Rock (Dutton, 2007)
Just Another Hero (Simon and Schuster, 2009)
Out of my Mind (Simon and Schuster, 2010)",Many honors were offered to Draper including   _  .,"['the White House', 'Ohio Pioneer in Education', 'New York Times', 'Language Arts Educator']",The passage is mainly about   _  .,"[""Draper's achievements"", ""Draper's experience"", ""Draper's character"", ""Draper's effort""]",2,1,False,Question 2 is more difficult because it requires the reader to read the full article and determine among the several topics that come up which is most important and is the main focus of the article.,2,0,False
middle,middle7122.txt,"Robots are supposed to run on batteries, right? Well not all of them.
Scientists in England have built a kind of small robots that get their energy from dead flies, bad apples, or sugar.
One robot, called Slugbot, was even designed to hunt  garden slugs for dinner!
What's up with all that food?
Well, scientists at the Bristol Robotics Laboratory want to invent robots that can operate for a long time in dark, dirty, or dangerous places.
Many of those spots, like the seafloor or Antarctica, don't have electrical sockets .
So inventor Chris Melhuish came up with a better idea: Build robots that get their energy just like animals do by hunting and eating food from their environment.
One robot, called Ecobot II, could run for 12 days on a diet of eight flies! Of course, it'd still get a lot more power from one AA battery, though.
Melhuish says his team is now working on a new and improved robot, called Ecobot III, which will have a better digestion system.
It seems that after an eight fly dinner, Ecobot II couldn't deal with the leftover  ""waste"".
Maybe restrooms in the future will have signs for boys, girls, and robots.","From the passage, we can infer that a slug .","['is a kind of insect', 'is a kind of fish', ""can't see Slugbot"", 'can eat Slugbot']",Which of the following is NOT true according to this passage?,"['Robots need to work in places that have no sockets for power.', 'Melhuish is not very satisfied with Ecobot II.', 'Maybe there will be three kinds of restrooms in the future.', 'Ecobot II can turn its flies into energy completely.']",2,2,True,"Question 2 is more difficult because it requires the reader to read through the full article, understand everything to see what is true and then determine which one has not been mentioned by the article to determine the false option.",2,1,True
middle,middle7438.txt,"English tutor wanted
Do you like kids? Are you outgoing? Do you have three years' experience as an English teacher? Do you have free time on Saturdays and Sundays? We need a woman teacher for our daughter. My daughter is twelve and she is not good at English.
For the job, you will:
Teach from 3:00 to 6:00 pm.
Play with our daughter.
Tell her stories in English.
You will work in our house. We live in Beihai Road, Garden District. The pay is $30 each hour.
If you want to know more information, please call Mrs. Yang at 82569876.",Mrs. Yang wants  _  for her daughter.,"['a day', 'a good graduate', 'an English tutor', 'a math tutor']",Which is NOT true?,"['The tutor must teach the kid on weekends.', 'The kid is not good at English.', 'The tutor can speak English.', 'The tutor can get $260, if she teaches the kid for two weekends.']",2,2,True,"Question 1 is immediately visible at the beginning, while the answer to question 2 which required to compare/analyze each sentence of the article.",2,1,True
middle,middle7476.txt,"New York City's Chinatown is in the east of Manhattan. About 150,000 people live there. There are many things to do and many places to visit.
Shopping in Chinatown
You can find all kinds of Chinese things there just like you are in China: food, clothes, jewelry , and so on. On the north side of the Canal Street there are many jewelry shops while on the south side of the Canal Street there are small present shops, handbag shops, watch shops and some big supermarkets.
Eating in Chinatown
Chinatown has more than 200 restaurants. You can find many Chinese foods there. The foods come from all over China: Beijing, Shanghai, Suzhou, etc.
Sightseeing  in Chinatown
You should visit Chinatown when you are travelling in New York City. Thousands of people visit Chinatown every day. It is the largest Chinatown in the United States. It is famous for its restaurants, jewelry shops, food markets, and busy streets, such as Canal, Mott, Pell and Doyers Streets. Among them, Canal Street is famous for its handbags.",New York City's Chinatown is   _  .,"['in the west of Manhattan', 'a famous restaurant', 'the largest Chinatown in the USA', 'a name of a Chinese man in America']",How many restaurants are there in New York's Chinatown?,"['About 150,000', 'More than 200', 'Less than 200', 'About 2,000']",1,1,True,Question 1 is more difficult because question 2 is a direct answer and question 1 requires thinking.,1,1,True
middle,middle8094.txt,"There is lots of junk  in space .Some of it is from rockets. In 1996, a rocket broke into about 300,000 small pieces. So far, scientists have found over 10,000 man-made pieces flying around in space. Only 6-7%of them are satellites and space probes  . Astronauts also lose small things while working in space. In 1965, during the first American spacewalk , astronaut Edward White lost a glove .For a month, the glove stayed in space, travelling at a speed of 28,000 kilometers per hour .It became the most dangerous piece of clothing for the Earth in history it flew away. Things move very fast in space. If they hit one another, it can be dangerous .A little piece of paint from a satellite once made a hole in a spacecraft window. Last year two US spacecraft dropped some bolts , and scientists on the Earth worried a lot. Luckily the bolts floated  away into space. They couldn't hit the spacecraft.
,.",Some junk in space is from    _    .,"['space', 'rockets', 'scientists', 'earth']",American astronaut Edward White once lost    _    in space in 1965.,"['a rocket', 'some bolts', 'a glove', 'a little piece of paint']",1,2,False,"Question 1 is more difficult because it asks a larger question that gets at the central theme, while Question 2 asks for a trivial fact stated directly in the passage.",1,0,False
middle,middle912.txt,"What are your clothes made of? Are they made of cotton or wool? Some students in Shandong wear different things. Their clothes are made of discs  or old clothes!
On October 7th, 36 students in Linyi, Shandong Province, wore beautiful clothes in a show. Their clothes were made of all kinds of things.
The show gave the students a chance to make things with their own hands. It also helped them learn to make good use of waste and not to throw everything away.
Students had lots of good ideas. Some found used things, like old clothes, to make new dresses.
""We hope to save energy. Our world is _ of energy. So I don't want to just throw old things away,"" said Xie Jing at Linyi Art School.
Xie had more than 20 discs on her nice blue dress. She got them from her family and friends.
""Though the discs are old, I look very cool in them!"" she said.
Song Dandan, a student from the school, looked like a farmer in her straw  coat and hat. She picked the straw from the fields and put them all together.
""I want to show what people wore in the past."" she said.
Du Yue made clothes for astronauts ! She had white cloth all over her. When she walked, she tried to be slow. It looked like she was walking on the moon.
""I hope to wear it in space  some day. I wish that I could walk on the moon!"" she said.",The passage mainly talks about   _  .,"['how to make clothes', 'energy saving', 'how to look cool', 'a special fashion show']",The three students used all these things except   _   to made clothes.,"['discs', 'straw', 'old paper', 'cloth']",2,1,False,Question 1 is more difficult because it requires the reader to read the passage which consists of several different ideas and from that determine which of them is most prominent to know what the main subject of the passage is.,1,0,False
middle,middle999.txt,"My name is David and I have two brothers, Mark and Bruce. We like hamburgers for lunch. Mark and I like French fries, but Bruce doesn't. I don't like eggs for breakfast, but Mark and Bruce do. I like fruit for breakfast. We really like chicken and salad for dinner.",_   likes fruit for breakfast.,"['Mark and Bruce', 'David', 'Mark', 'Bruce']",_   like chicken.,"['David and Mark', 'Mark and Bruce', 'David and Bruce', 'David, Mark, and Bruce']",2,1,False,"Question 1 can directly be found in the text, while the other is at the end of the article but choices ""David, Mark and Bruce"" unavailable in question 2.",2,0,False
